dataType,date,tradingPartner,value
OlddocCount,2018-05-15,H,150
OlddocVolume,2018-05-15,H,127780
OldpoValue,2018-05-15,H,0
OldinvValue,2018-05-15,H,0
OldpayValue,2018-05-15,H,0
OlddocCount,2018-05-15,I,2920
OlddocVolume,2018-05-15,I,1471804
OldpoValue,2018-05-15,I,0
OldinvValue,2018-05-15,I,0
OldpayValue,2018-05-15,I,0
OlddocCount,2018-05-15,J,1866
OlddocVolume,2018-05-15,J,456152
OldpoValue,2018-05-15,J,53705193
OldinvValue,2018-05-15,J,0
OldpayValue,2018-05-15,J,0
OlddocCount,2018-05-15,K,2253
OlddocVolume,2018-05-15,K,471258
OldpoValue,2018-05-15,K,0
OldinvValue,2018-05-15,K,0
OldpayValue,2018-05-15,K,0
OlddocCount,2018-05-15,L,0
OlddocVolume,2018-05-15,L,0
OldpoValue,2018-05-15,L,0
OldinvValue,2018-05-15,L,0
OldpayValue,2018-05-15,L,0
OlddocCount,2018-05-15,O,2745
OlddocVolume,2018-05-15,O,453789
OldpoValue,2018-05-15,O,0
OldinvValue,2018-05-15,O,0
OldpayValue,2018-05-15,O,0
OlddocCount,2018-05-15,N,2936
OlddocVolume,2018-05-15,N,961281
OldpoValue,2018-05-15,N,0
OldinvValue,2018-05-15,N,0
OldpayValue,2018-05-15,N,0
OlddocCount,2018-05-15,Q,0
OlddocVolume,2018-05-15,Q,0
OldpoValue,2018-05-15,Q,0
OldinvValue,2018-05-15,Q,0
OldpayValue,2018-05-15,Q,0
OlddocCount,2018-05-15,P,799
OlddocVolume,2018-05-15,P,195035
OldpoValue,2018-05-15,P,0
OldinvValue,2018-05-15,P,0
OldpayValue,2018-05-15,P,0
OlddocCount,2018-05-15,V,5309
OlddocVolume,2018-05-15,V,36844552
OldpoValue,2018-05-15,V,0
OldinvValue,2018-05-15,V,0
OldpayValue,2018-05-15,V,0
OlddocCount,2018-05-15,M,0
OlddocVolume,2018-05-15,M,0
OldpoValue,2018-05-15,M,0
OldinvValue,2018-05-15,M,0
OldpayValue,2018-05-15,M,0
OlddocCount,2018-05-15,R,2114
OlddocVolume,2018-05-15,R,614387
OldpoValue,2018-05-15,R,0
OldinvValue,2018-05-15,R,0
OldpayValue,2018-05-15,R,0
OlddocCount,2018-05-15,T,902
OlddocVolume,2018-05-15,T,540083
OldpoValue,2018-05-15,T,0
OldinvValue,2018-05-15,T,0
OldpayValue,2018-05-15,T,0
OlddocCount,2018-05-15,S,356
OlddocVolume,2018-05-15,S,452775
OldpoValue,2018-05-15,S,2806018
OldinvValue,2018-05-15,S,0
OldpayValue,2018-05-15,S,0
docCount,2018-05-16,A,144743
docVolume,2018-05-16,A,183735231
poValue,2018-05-16,A,202263824
invValue,2018-05-16,A,646383255
payValue,2018-05-16,A,0
OlddocCount,2018-05-16,B,13927
OlddocVolume,2018-05-16,B,6068294
OldpoValue,2018-05-16,B,0
OldinvValue,2018-05-16,B,0
OldpayValue,2018-05-16,B,0
OlddocCount,2018-05-16,C,2860
OlddocVolume,2018-05-16,C,6466182
OldpoValue,2018-05-16,C,0
OldinvValue,2018-05-16,C,0
OldpayValue,2018-05-16,C,0
OlddocCount,2018-05-16,D,95
OlddocVolume,2018-05-16,D,89013
OldpoValue,2018-05-16,D,0
OldinvValue,2018-05-16,D,0
OldpayValue,2018-05-16,D,0
OlddocCount,2018-05-16,E,810
OlddocVolume,2018-05-16,E,2087787
OldpoValue,2018-05-16,E,0
OldinvValue,2018-05-16,E,0
OldpayValue,2018-05-16,E,0
OlddocCount,2018-05-16,F,11
OlddocVolume,2018-05-16,F,535
OldpoValue,2018-05-16,F,0
OldinvValue,2018-05-16,F,0
OldpayValue,2018-05-16,F,0
OlddocCount,2018-05-16,G,0
OlddocVolume,2018-05-16,G,0
OldpoValue,2018-05-16,G,0
OldinvValue,2018-05-16,G,0
OldpayValue,2018-05-16,G,0
OlddocCount,2018-05-16,H,156
OlddocVolume,2018-05-16,H,128189
OldpoValue,2018-05-16,H,0
OldinvValue,2018-05-16,H,0
OldpayValue,2018-05-16,H,0
OlddocCount,2018-05-16,I,2928
OlddocVolume,2018-05-16,I,1468776
OldpoValue,2018-05-16,I,0
OldinvValue,2018-05-16,I,0
OldpayValue,2018-05-16,I,0
OlddocCount,2018-05-16,J,1725
OlddocVolume,2018-05-16,J,349746
OldpoValue,2018-05-16,J,37918209
OldinvValue,2018-05-16,J,0
OldpayValue,2018-05-16,J,0
OlddocCount,2018-05-16,K,1911
OlddocVolume,2018-05-16,K,404275
OldpoValue,2018-05-16,K,0
OldinvValue,2018-05-16,K,0
OldpayValue,2018-05-16,K,0
OlddocCount,2018-05-16,L,0
OlddocVolume,2018-05-16,L,0
OldpoValue,2018-05-16,L,0
OldinvValue,2018-05-16,L,0
OldpayValue,2018-05-16,L,0
OlddocCount,2018-05-16,O,3067
OlddocVolume,2018-05-16,O,507734
OldpoValue,2018-05-16,O,0
OldinvValue,2018-05-16,O,0
OldpayValue,2018-05-16,O,0
OlddocCount,2018-05-16,N,2585
OlddocVolume,2018-05-16,N,847182
OldpoValue,2018-05-16,N,0
OldinvValue,2018-05-16,N,0
OldpayValue,2018-05-16,N,0
OlddocCount,2018-05-16,Q,0
OlddocVolume,2018-05-16,Q,0
OldpoValue,2018-05-16,Q,0
OldinvValue,2018-05-16,Q,0
OldpayValue,2018-05-16,Q,0
OlddocCount,2018-05-16,P,861
OlddocVolume,2018-05-16,P,212476
OldpoValue,2018-05-16,P,0
OldinvValue,2018-05-16,P,0
OldpayValue,2018-05-16,P,0
OlddocCount,2018-05-16,V,5383
OlddocVolume,2018-05-16,V,36825399
OldpoValue,2018-05-16,V,0
OldinvValue,2018-05-16,V,0
OldpayValue,2018-05-16,V,0
OlddocCount,2018-05-16,R,2141
OlddocVolume,2018-05-16,R,613540
OldpoValue,2018-05-16,R,0
OldinvValue,2018-05-16,R,0
OldpayValue,2018-05-16,R,0
OlddocCount,2018-05-16,M,0
OlddocVolume,2018-05-16,M,0
OldpoValue,2018-05-16,M,0
OldinvValue,2018-05-16,M,0
OldpayValue,2018-05-16,M,0
OlddocCount,2018-05-16,T,616
OlddocVolume,2018-05-16,T,225444
OldpoValue,2018-05-16,T,0
OldinvValue,2018-05-16,T,0
OldpayValue,2018-05-16,T,0
OlddocCount,2018-05-16,S,332
OlddocVolume,2018-05-16,S,516789
OldpoValue,2018-05-16,S,418581
OldinvValue,2018-05-16,S,0
OldpayValue,2018-05-16,S,0
docCount,2018-05-17,A,140298
docVolume,2018-05-17,A,185638107
poValue,2018-05-17,A,197747847
invValue,2018-05-17,A,1577666997
payValue,2018-05-17,A,0
OlddocCount,2018-05-17,B,16442
OlddocVolume,2018-05-17,B,7111639
OldpoValue,2018-05-17,B,0
OldinvValue,2018-05-17,B,0
OldpayValue,2018-05-17,B,0
OlddocCount,2018-05-17,C,2908
OlddocVolume,2018-05-17,C,7839337
OldpoValue,2018-05-17,C,0
OldinvValue,2018-05-17,C,0
OldpayValue,2018-05-17,C,0
OlddocCount,2018-05-17,D,104
OlddocVolume,2018-05-17,D,93110
OldpoValue,2018-05-17,D,0
OldinvValue,2018-05-17,D,0
OldpayValue,2018-05-17,D,0
OlddocCount,2018-05-17,E,1053
OlddocVolume,2018-05-17,E,2363627
OldpoValue,2018-05-17,E,0
OldinvValue,2018-05-17,E,0
OldpayValue,2018-05-17,E,0
OlddocCount,2018-05-17,F,6
OlddocVolume,2018-05-17,F,291
OldpoValue,2018-05-17,F,0
OldinvValue,2018-05-17,F,0
OldpayValue,2018-05-17,F,0
OlddocCount,2018-05-17,G,0
OlddocVolume,2018-05-17,G,0
OldpoValue,2018-05-17,G,0
OldinvValue,2018-05-17,G,0
OldpayValue,2018-05-17,G,0
OlddocCount,2018-05-17,H,166
OlddocVolume,2018-05-17,H,143011
OldpoValue,2018-05-17,H,0
OldinvValue,2018-05-17,H,0
OldpayValue,2018-05-17,H,0
OlddocCount,2018-05-17,I,3013
OlddocVolume,2018-05-17,I,1527327
OldpoValue,2018-05-17,I,0
OldinvValue,2018-05-17,I,0
OldpayValue,2018-05-17,I,0
OlddocCount,2018-05-17,J,1733
OlddocVolume,2018-05-17,J,387140
OldpoValue,2018-05-17,J,43387412
OldinvValue,2018-05-17,J,0
OldpayValue,2018-05-17,J,0
OlddocCount,2018-05-17,K,2007
OlddocVolume,2018-05-17,K,422401
OldpoValue,2018-05-17,K,0
OldinvValue,2018-05-17,K,0
OldpayValue,2018-05-17,K,0
OlddocCount,2018-05-17,L,0
OlddocVolume,2018-05-17,L,0
OldpoValue,2018-05-17,L,0
OldinvValue,2018-05-17,L,0
OldpayValue,2018-05-17,L,0
OlddocCount,2018-05-17,O,2829
OlddocVolume,2018-05-17,O,464465
OldpoValue,2018-05-17,O,0
OldinvValue,2018-05-17,O,0
OldpayValue,2018-05-17,O,0
OlddocCount,2018-05-17,N,3009
OlddocVolume,2018-05-17,N,989000
OldpoValue,2018-05-17,N,0
OldinvValue,2018-05-17,N,0
OldpayValue,2018-05-17,N,0
OlddocCount,2018-05-17,Q,0
OlddocVolume,2018-05-17,Q,0
OldpoValue,2018-05-17,Q,0
OldinvValue,2018-05-17,Q,0
OldpayValue,2018-05-17,Q,0
OlddocCount,2018-05-17,P,860
OlddocVolume,2018-05-17,P,211651
OldpoValue,2018-05-17,P,0
OldinvValue,2018-05-17,P,0
OldpayValue,2018-05-17,P,0
OlddocCount,2018-05-17,V,5347
OlddocVolume,2018-05-17,V,36382597
OldpoValue,2018-05-17,V,0
OldinvValue,2018-05-17,V,0
OldpayValue,2018-05-17,V,0
OlddocCount,2018-05-17,R,1724
OlddocVolume,2018-05-17,R,497970
OldpoValue,2018-05-17,R,0
OldinvValue,2018-05-17,R,0
OldpayValue,2018-05-17,R,0
OlddocCount,2018-05-17,M,0
OlddocVolume,2018-05-17,M,0
OldpoValue,2018-05-17,M,0
OldinvValue,2018-05-17,M,0
OldpayValue,2018-05-17,M,0
OlddocCount,2018-05-17,T,636
OlddocVolume,2018-05-17,T,362317
OldpoValue,2018-05-17,T,0
OldinvValue,2018-05-17,T,0
OldpayValue,2018-05-17,T,0
OlddocCount,2018-05-17,S,998
OlddocVolume,2018-05-17,S,2795055
OldpoValue,2018-05-17,S,21583508
OldinvValue,2018-05-17,S,0
OldpayValue,2018-05-17,S,0
docCount,2018-05-18,A,139662
docVolume,2018-05-18,A,186072014
poValue,2018-05-18,A,102929561
invValue,2018-05-18,A,54452867
payValue,2018-05-18,A,0
OlddocCount,2018-05-18,B,15332
OlddocVolume,2018-05-18,B,6594558
OldpoValue,2018-05-18,B,0
OldinvValue,2018-05-18,B,0
OldpayValue,2018-05-18,B,0
OlddocCount,2018-05-18,C,2534
OlddocVolume,2018-05-18,C,5750273
OldpoValue,2018-05-18,C,0
OldinvValue,2018-05-18,C,0
OldpayValue,2018-05-18,C,0
OlddocCount,2018-05-18,D,100
OlddocVolume,2018-05-18,D,84640
OldpoValue,2018-05-18,D,0
OldinvValue,2018-05-18,D,0
OldpayValue,2018-05-18,D,0
OlddocCount,2018-05-18,E,1207
OlddocVolume,2018-05-18,E,3415624
OldpoValue,2018-05-18,E,0
OldinvValue,2018-05-18,E,0
OldpayValue,2018-05-18,E,0
OlddocCount,2018-05-18,F,14
OlddocVolume,2018-05-18,F,682
OldpoValue,2018-05-18,F,0
OldinvValue,2018-05-18,F,0
OldpayValue,2018-05-18,F,0
OlddocCount,2018-05-18,G,0
OlddocVolume,2018-05-18,G,0
OldpoValue,2018-05-18,G,0
OldinvValue,2018-05-18,G,0
OldpayValue,2018-05-18,G,0
OlddocCount,2018-05-18,H,161
OlddocVolume,2018-05-18,H,132152
OldpoValue,2018-05-18,H,0
OldinvValue,2018-05-18,H,0
OldpayValue,2018-05-18,H,0
OlddocCount,2018-05-18,I,3358
OlddocVolume,2018-05-18,I,1601865
OldpoValue,2018-05-18,I,0
OldinvValue,2018-05-18,I,0
OldpayValue,2018-05-18,I,0
OlddocCount,2018-05-18,J,1660
OlddocVolume,2018-05-18,J,313176
OldpoValue,2018-05-18,J,34266774
OldinvValue,2018-05-18,J,0
OldpayValue,2018-05-18,J,0
OlddocCount,2018-05-18,K,2029
OlddocVolume,2018-05-18,K,424261
OldpoValue,2018-05-18,K,0
OldinvValue,2018-05-18,K,0
OldpayValue,2018-05-18,K,0
OlddocCount,2018-05-18,O,2678
OlddocVolume,2018-05-18,O,440540
OldpoValue,2018-05-18,O,0
OldinvValue,2018-05-18,O,0
OldpayValue,2018-05-18,O,0
OlddocCount,2018-05-18,L,0
OlddocVolume,2018-05-18,L,0
OldpoValue,2018-05-18,L,0
OldinvValue,2018-05-18,L,0
OldpayValue,2018-05-18,L,0
OlddocCount,2018-05-18,N,2714
OlddocVolume,2018-05-18,N,887770
OldpoValue,2018-05-18,N,0
OldinvValue,2018-05-18,N,0
OldpayValue,2018-05-18,N,0
OlddocCount,2018-05-18,Q,0
OlddocVolume,2018-05-18,Q,0
OldpoValue,2018-05-18,Q,0
OldinvValue,2018-05-18,Q,0
OldpayValue,2018-05-18,Q,0
OlddocCount,2018-05-18,V,5248
OlddocVolume,2018-05-18,V,36499530
OldpoValue,2018-05-18,V,0
OldinvValue,2018-05-18,V,0
OldpayValue,2018-05-18,V,0
OlddocCount,2018-05-18,P,1208
OlddocVolume,2018-05-18,P,298017
OldpoValue,2018-05-18,P,0
OldinvValue,2018-05-18,P,0
OldpayValue,2018-05-18,P,0
OlddocCount,2018-05-18,R,1714
OlddocVolume,2018-05-18,R,493766
OldpoValue,2018-05-18,R,0
OldinvValue,2018-05-18,R,0
OldpayValue,2018-05-18,R,0
OlddocCount,2018-05-18,M,0
OlddocVolume,2018-05-18,M,0
OldpoValue,2018-05-18,M,0
OldinvValue,2018-05-18,M,0
OldpayValue,2018-05-18,M,0
OlddocCount,2018-05-18,T,980
OlddocVolume,2018-05-18,T,2099327
OldpoValue,2018-05-18,T,0
OldinvValue,2018-05-18,T,0
OldpayValue,2018-05-18,T,0
OlddocCount,2018-05-18,S,771
OlddocVolume,2018-05-18,S,747454
OldpoValue,2018-05-18,S,114525
OldinvValue,2018-05-18,S,0
OldpayValue,2018-05-18,S,0
docCount,2018-05-19,A,57238
docVolume,2018-05-19,A,41704916
poValue,2018-05-19,A,2316045
invValue,2018-05-19,A,69053767
payValue,2018-05-19,A,0
OlddocCount,2018-05-19,B,10498
OlddocVolume,2018-05-19,B,4537309
OldpoValue,2018-05-19,B,0
OldinvValue,2018-05-19,B,0
OldpayValue,2018-05-19,B,0
OlddocCount,2018-05-19,C,1648
OlddocVolume,2018-05-19,C,11825368
OldpoValue,2018-05-19,C,0
OldinvValue,2018-05-19,C,0
OldpayValue,2018-05-19,C,0
OlddocCount,2018-05-19,D,51
OlddocVolume,2018-05-19,D,35967
OldpoValue,2018-05-19,D,0
OldinvValue,2018-05-19,D,0
OldpayValue,2018-05-19,D,0
OlddocCount,2018-05-19,E,189
OlddocVolume,2018-05-19,E,454166
OldpoValue,2018-05-19,E,0
OldinvValue,2018-05-19,E,0
OldpayValue,2018-05-19,E,0
OlddocCount,2018-05-19,F,5
OlddocVolume,2018-05-19,F,241
OldpoValue,2018-05-19,F,0
OldinvValue,2018-05-19,F,0
OldpayValue,2018-05-19,F,0
OlddocCount,2018-05-19,G,0
OlddocVolume,2018-05-19,G,0
OldpoValue,2018-05-19,G,0
OldinvValue,2018-05-19,G,0
OldpayValue,2018-05-19,G,0
OlddocCount,2018-05-19,H,88
OlddocVolume,2018-05-19,H,51045
OldpoValue,2018-05-19,H,0
OldinvValue,2018-05-19,H,0
OldpayValue,2018-05-19,H,0
OlddocCount,2018-05-19,I,429
OlddocVolume,2018-05-19,I,222082
OldpoValue,2018-05-19,I,0
OldinvValue,2018-05-19,I,0
OldpayValue,2018-05-19,I,0
OlddocCount,2018-05-19,J,750
OlddocVolume,2018-05-19,J,69903
OldpoValue,2018-05-19,J,20254
OldinvValue,2018-05-19,J,0
OldpayValue,2018-05-19,J,0
OlddocCount,2018-05-19,K,1131
OlddocVolume,2018-05-19,K,213529
OldpoValue,2018-05-19,K,0
OldinvValue,2018-05-19,K,0
OldpayValue,2018-05-19,K,0
OlddocCount,2018-05-19,O,436
OlddocVolume,2018-05-19,O,70892
OldpoValue,2018-05-19,O,0
OldinvValue,2018-05-19,O,0
OldpayValue,2018-05-19,O,0
OlddocCount,2018-05-19,L,0
OlddocVolume,2018-05-19,L,0
OldpoValue,2018-05-19,L,0
OldinvValue,2018-05-19,L,0
OldpayValue,2018-05-19,L,0
OlddocCount,2018-05-19,N,671
OlddocVolume,2018-05-19,N,216217
OldpoValue,2018-05-19,N,0
OldinvValue,2018-05-19,N,0
OldpayValue,2018-05-19,N,0
OlddocCount,2018-05-19,Q,0
OlddocVolume,2018-05-19,Q,0
OldpoValue,2018-05-19,Q,0
OldinvValue,2018-05-19,Q,0
OldpayValue,2018-05-19,Q,0
OlddocCount,2018-05-19,V,325
OlddocVolume,2018-05-19,V,1013238
OldpoValue,2018-05-19,V,0
OldinvValue,2018-05-19,V,0
OldpayValue,2018-05-19,V,0
OlddocCount,2018-05-19,P,1304
OlddocVolume,2018-05-19,P,321742
OldpoValue,2018-05-19,P,0
OldinvValue,2018-05-19,P,0
OldpayValue,2018-05-19,P,0
OlddocCount,2018-05-19,R,59
OlddocVolume,2018-05-19,R,17119
OldpoValue,2018-05-19,R,0
OldinvValue,2018-05-19,R,0
OldpayValue,2018-05-19,R,0
OlddocCount,2018-05-19,M,0
OlddocVolume,2018-05-19,M,0
OldpoValue,2018-05-19,M,0
OldinvValue,2018-05-19,M,0
OldpayValue,2018-05-19,M,0
OlddocCount,2018-05-19,T,411
OlddocVolume,2018-05-19,T,47262
OldpoValue,2018-05-19,T,0
OldinvValue,2018-05-19,T,0
OldpayValue,2018-05-19,T,0
OlddocCount,2018-05-19,S,624
OlddocVolume,2018-05-19,S,556647
OldpoValue,2018-05-19,S,37645
OldinvValue,2018-05-19,S,0
OldpayValue,2018-05-19,S,0
docCount,2018-05-20,A,32424
docVolume,2018-05-20,A,13848714
poValue,2018-05-20,A,8122185
invValue,2018-05-20,A,105629354
payValue,2018-05-20,A,0
OlddocCount,2018-05-20,B,9184
OlddocVolume,2018-05-20,B,4067266
OldpoValue,2018-05-20,B,0
OldinvValue,2018-05-20,B,0
OldpayValue,2018-05-20,B,0
OlddocCount,2018-05-20,C,648
OlddocVolume,2018-05-20,C,31682
OldpoValue,2018-05-20,C,0
OldinvValue,2018-05-20,C,0
OldpayValue,2018-05-20,C,0
OlddocCount,2018-05-20,D,29
OlddocVolume,2018-05-20,D,23746
OldpoValue,2018-05-20,D,0
OldinvValue,2018-05-20,D,0
OldpayValue,2018-05-20,D,0
OlddocCount,2018-05-20,E,223
OlddocVolume,2018-05-20,E,577678
OldpoValue,2018-05-20,E,0
OldinvValue,2018-05-20,E,0
OldpayValue,2018-05-20,E,0
OlddocCount,2018-05-20,F,0
OlddocVolume,2018-05-20,F,0
OldpoValue,2018-05-20,F,0
OldinvValue,2018-05-20,F,0
OldpayValue,2018-05-20,F,0
OlddocCount,2018-05-20,G,0
OlddocVolume,2018-05-20,G,0
OldpoValue,2018-05-20,G,0
OldinvValue,2018-05-20,G,0
OldpayValue,2018-05-20,G,0
OlddocCount,2018-05-20,H,46
OlddocVolume,2018-05-20,H,37718
OldpoValue,2018-05-20,H,0
OldinvValue,2018-05-20,H,0
OldpayValue,2018-05-20,H,0
OlddocCount,2018-05-20,I,76
OlddocVolume,2018-05-20,I,41157
OldpoValue,2018-05-20,I,0
OldinvValue,2018-05-20,I,0
OldpayValue,2018-05-20,I,0
OlddocCount,2018-05-20,J,209
OlddocVolume,2018-05-20,J,45849
OldpoValue,2018-05-20,J,79801
OldinvValue,2018-05-20,J,0
OldpayValue,2018-05-20,J,0
OlddocCount,2018-05-20,K,1100
OlddocVolume,2018-05-20,K,203852
OldpoValue,2018-05-20,K,0
OldinvValue,2018-05-20,K,0
OldpayValue,2018-05-20,K,0
OlddocCount,2018-05-20,O,1
OlddocVolume,2018-05-20,O,178
OldpoValue,2018-05-20,O,0
OldinvValue,2018-05-20,O,0
OldpayValue,2018-05-20,O,0
OlddocCount,2018-05-20,L,0
OlddocVolume,2018-05-20,L,0
OldpoValue,2018-05-20,L,0
OldinvValue,2018-05-20,L,0
OldpayValue,2018-05-20,L,0
OlddocCount,2018-05-20,N,3
OlddocVolume,2018-05-20,N,941
OldpoValue,2018-05-20,N,0
OldinvValue,2018-05-20,N,0
OldpayValue,2018-05-20,N,0
OlddocCount,2018-05-20,Q,0
OlddocVolume,2018-05-20,Q,0
OldpoValue,2018-05-20,Q,0
OldinvValue,2018-05-20,Q,0
OldpayValue,2018-05-20,Q,0
OlddocCount,2018-05-20,P,1132
OlddocVolume,2018-05-20,P,281452
OldpoValue,2018-05-20,P,0
OldinvValue,2018-05-20,P,0
OldpayValue,2018-05-20,P,0
OlddocCount,2018-05-20,V,12
OlddocVolume,2018-05-20,V,76054
OldpoValue,2018-05-20,V,0
OldinvValue,2018-05-20,V,0
OldpayValue,2018-05-20,V,0
OlddocCount,2018-05-20,R,18
OlddocVolume,2018-05-20,R,5143
OldpoValue,2018-05-20,R,0
OldinvValue,2018-05-20,R,0
OldpayValue,2018-05-20,R,0
OlddocCount,2018-05-20,M,0
OlddocVolume,2018-05-20,M,0
OldpoValue,2018-05-20,M,0
OldinvValue,2018-05-20,M,0
OldpayValue,2018-05-20,M,0
OlddocCount,2018-05-20,T,560
OlddocVolume,2018-05-20,T,561978
OldpoValue,2018-05-20,T,0
OldinvValue,2018-05-20,T,0
OldpayValue,2018-05-20,T,0
OlddocCount,2018-05-20,S,213
OlddocVolume,2018-05-20,S,189575
OldpoValue,2018-05-20,S,0
OldinvValue,2018-05-20,S,0
OldpayValue,2018-05-20,S,0
docCount,2018-05-21,A,131591
docVolume,2018-05-21,A,163331699
poValue,2018-05-21,A,121721625
invValue,2018-05-21,A,4478471518
payValue,2018-05-21,A,0
OlddocCount,2018-05-21,B,13775
OlddocVolume,2018-05-21,B,6053962
OldpoValue,2018-05-21,B,0
OldinvValue,2018-05-21,B,0
OldpayValue,2018-05-21,B,0
OlddocCount,2018-05-21,C,2440
OlddocVolume,2018-05-21,C,3655249
OldpoValue,2018-05-21,C,0
OldinvValue,2018-05-21,C,0
OldpayValue,2018-05-21,C,0
OlddocCount,2018-05-21,D,122
OlddocVolume,2018-05-21,D,114447
OldpoValue,2018-05-21,D,0
OldinvValue,2018-05-21,D,0
OldpayValue,2018-05-21,D,0
OlddocCount,2018-05-21,E,683
OlddocVolume,2018-05-21,E,1570606
OldpoValue,2018-05-21,E,0
OldinvValue,2018-05-21,E,0
OldpayValue,2018-05-21,E,0
OlddocCount,2018-05-21,F,5
OlddocVolume,2018-05-21,F,241
OldpoValue,2018-05-21,F,0
OldinvValue,2018-05-21,F,0
OldpayValue,2018-05-21,F,0
OlddocCount,2018-05-21,G,0
OlddocVolume,2018-05-21,G,0
OldpoValue,2018-05-21,G,0
OldinvValue,2018-05-21,G,0
OldpayValue,2018-05-21,G,0
OlddocCount,2018-05-21,H,195
OlddocVolume,2018-05-21,H,171553
OldpoValue,2018-05-21,H,0
OldinvValue,2018-05-21,H,0
OldpayValue,2018-05-21,H,0
OlddocCount,2018-05-21,I,2913
OlddocVolume,2018-05-21,I,1386080
OldpoValue,2018-05-21,I,0
OldinvValue,2018-05-21,I,0
OldpayValue,2018-05-21,I,0
OlddocCount,2018-05-21,J,1529
OlddocVolume,2018-05-21,J,531377
OldpoValue,2018-05-21,J,77552921
OldinvValue,2018-05-21,J,0
OldpayValue,2018-05-21,J,0
OlddocCount,2018-05-21,K,1963
OlddocVolume,2018-05-21,K,406459
OldpoValue,2018-05-21,K,0
OldinvValue,2018-05-21,K,0
OldpayValue,2018-05-21,K,0
OlddocCount,2018-05-21,O,2074
OlddocVolume,2018-05-21,O,343621
OldpoValue,2018-05-21,O,0
OldinvValue,2018-05-21,O,0
OldpayValue,2018-05-21,O,0
OlddocCount,2018-05-21,L,0
OlddocVolume,2018-05-21,L,0
OldpoValue,2018-05-21,L,0
OldinvValue,2018-05-21,L,0
OldpayValue,2018-05-21,L,0
OlddocCount,2018-05-21,N,2770
OlddocVolume,2018-05-21,N,907659
OldpoValue,2018-05-21,N,0
OldinvValue,2018-05-21,N,0
OldpayValue,2018-05-21,N,0
OlddocCount,2018-05-21,Q,0
OlddocVolume,2018-05-21,Q,0
OldpoValue,2018-05-21,Q,0
OldinvValue,2018-05-21,Q,0
OldpayValue,2018-05-21,Q,0
OlddocCount,2018-05-21,V,5219
OlddocVolume,2018-05-21,V,33795786
OldpoValue,2018-05-21,V,0
OldinvValue,2018-05-21,V,0
OldpayValue,2018-05-21,V,0
OlddocCount,2018-05-21,P,1020
OlddocVolume,2018-05-21,P,255160
OldpoValue,2018-05-21,P,0
OldinvValue,2018-05-21,P,0
OldpayValue,2018-05-21,P,0
OlddocCount,2018-05-21,R,2085
OlddocVolume,2018-05-21,R,603530
OldpoValue,2018-05-21,R,0
OldinvValue,2018-05-21,R,0
OldpayValue,2018-05-21,R,0
OlddocCount,2018-05-21,M,0
OlddocVolume,2018-05-21,M,0
OldpoValue,2018-05-21,M,0
OldinvValue,2018-05-21,M,0
OldpayValue,2018-05-21,M,0
OlddocCount,2018-05-21,T,930
OlddocVolume,2018-05-21,T,1064566
OldpoValue,2018-05-21,T,0
OldinvValue,2018-05-21,T,0
OldpayValue,2018-05-21,T,0
OlddocCount,2018-05-21,S,589
OlddocVolume,2018-05-21,S,452838
OldpoValue,2018-05-21,S,1140923
OldinvValue,2018-05-21,S,0
OldpayValue,2018-05-21,S,0
docCount,2018-05-22,A,148126
docVolume,2018-05-22,A,196043981
poValue,2018-05-22,A,174770852
invValue,2018-05-22,A,3289526003
payValue,2018-05-22,A,0
OlddocCount,2018-05-22,B,13506
OlddocVolume,2018-05-22,B,5956523
OldpoValue,2018-05-22,B,0
OldinvValue,2018-05-22,B,0
OldpayValue,2018-05-22,B,0
OlddocCount,2018-05-22,C,2514
OlddocVolume,2018-05-22,C,6092632
OldpoValue,2018-05-22,C,65978688
OldinvValue,2018-05-22,C,0
OldpayValue,2018-05-22,C,0
OlddocCount,2018-05-22,D,116
OlddocVolume,2018-05-22,D,107833
OldpoValue,2018-05-22,D,0
OldinvValue,2018-05-22,D,0
OldpayValue,2018-05-22,D,0
OlddocCount,2018-05-22,E,780
OlddocVolume,2018-05-22,E,2508539
OldpoValue,2018-05-22,E,0
OldinvValue,2018-05-22,E,0
OldpayValue,2018-05-22,E,0
OlddocCount,2018-05-22,F,3
OlddocVolume,2018-05-22,F,147
OldpoValue,2018-05-22,F,0
OldinvValue,2018-05-22,F,0
OldpayValue,2018-05-22,F,0
OlddocCount,2018-05-22,G,0
OlddocVolume,2018-05-22,G,0
OldpoValue,2018-05-22,G,0
OldinvValue,2018-05-22,G,0
OldpayValue,2018-05-22,G,0
OlddocCount,2018-05-22,H,182
OlddocVolume,2018-05-22,H,159209
OldpoValue,2018-05-22,H,0
OldinvValue,2018-05-22,H,0
OldpayValue,2018-05-22,H,0
OlddocCount,2018-05-22,I,3016
OlddocVolume,2018-05-22,I,1437914
OldpoValue,2018-05-22,I,0
OldinvValue,2018-05-22,I,0
OldpayValue,2018-05-22,I,0
OlddocCount,2018-05-22,J,2021
OlddocVolume,2018-05-22,J,495537
OldpoValue,2018-05-22,J,6460429
OldinvValue,2018-05-22,J,0
OldpayValue,2018-05-22,J,0
OlddocCount,2018-05-22,K,1966
OlddocVolume,2018-05-22,K,411710
OldpoValue,2018-05-22,K,0
OldinvValue,2018-05-22,K,0
OldpayValue,2018-05-22,K,0
OlddocCount,2018-05-22,O,2534
